行业类型,日期1,有功功率最大值（kw）,有功功率最小值（kw）,最高温度,最低温度,白天风力风向,夜晚风力风向,天气1,天气2
普通工业,2020-11-26,6313.4922,2470.2858,27,16,5,5,3.0,3.0
普通工业,2020-11-27,5771.8707,2308.074,23,15,1,1,3.0,3.0
普通工业,2020-11-28,3984.7101,2235.408,22,14,1,1,3.0,0.0
普通工业,2020-11-29,3471.2412,2018.5818,22,14,5,5,3.0,3.0
普通工业,2020-11-30,5713.0725,2146.2786,21,14,1,1,0.0,0.0
普通工业,2020-12-01,5769.2364,2201.0937,22,14,5,5,3.0,3.0
普通工业,2020-12-02,5884.3497,2249.6568,23,12,1,1,3.0,0.0
普通工业,2020-12-03,5702.4363,2259.9018,21,11,1,1,0.0,0.0
普通工业,2020-12-03,5702.4363,2259.9018,21,11,1,1,0.0,0.0
普通工业,2020-12-04,6048.6051,2294.9871,17,10,1,1,3.0,3.0
普通工业,2020-12-05,3941.2617,2177.7153,18,12,1,1,0.0,3.0
普通工业,2020-12-06,3691.7001,2114.9475,21,14,1,1,3.0,3.0
普通工业,2020-12-07,5726.0922,2050.4607,22,11,5,5,3.0,3.0
普通工业,2020-12-08,5973.42,2159.8359,21,14,1,1,3.0,3.0
普通工业,2020-12-09,6139.4178,2148.0777,22,14,1,1,3.0,3.0
普通工业,2020-12-10,5809.0164,2186.9145,20,15,1,1,3.0,5.0
普通工业,2020-12-11,5600.4954,2106.1197,23,18,1,1,3.0,3.0
普通工业,2020-12-12,3649.3623,2078.604,23,17,1,1,3.0,3.0
普通工业,2020-12-13,3483.9357,2103.7152,20,14,1,1,8.0,8.0
普通工业,2020-12-14,6007.1628,2015.0166,16,9,1,1,8.0,8.0
普通工业,2020-12-15,6539.3859,2295.6009,13,8,5,5,3.0,5.0
普通工业,2020-12-16,7254.1680000000015,2373.4416,14,10,1,1,3.0,3.0
普通工业,2020-12-17,7269.4188,2302.1625,14,8,1,1,3.0,3.0
普通工业,2020-12-18,7222.3728,2457.7614,13,10,5,5,3.0,3.0
普通工业,2020-12-19,4222.2873,2247.2331,14,8,5,5,3.0,3.0
普通工业,2020-12-20,3879.2196,2275.8627,15,9,5,5,3.0,5.0
普通工业,2020-12-21,6928.1397,2341.5951,17,10,1,1,3.0,3.0
普通工业,2020-12-22,6481.9194,2361.8772,18,11,1,1,3.0,5.0
普通工业,2020-12-23,6163.1967,2317.0923,17,14,1,1,6.0,3.0
普通工业,2020-12-24,5730.2451,2170.1493,23,10,5,5,3.0,3.0
普通工业,2020-12-25,5984.0118,2228.8791,20,14,1,1,3.0,5.0
普通工业,2020-12-26,4066.4472,2149.6596,20,16,1,1,3.0,3.0
普通工业,2020-12-27,3536.7057,2094.3696,24,17,1,1,3.0,3.0
普通工业,2020-12-28,5352.9993,2012.157,26,14,1,1,3.0,3.0
普通工业,2020-12-29,5533.7307,2244.8418,25,9,5,5,3.0,3.0
普通工业,2020-12-30,5801.313,2209.7901,14,5,6,6,3.0,3.0
普通工业,2020-12-31,6536.6316,924.3102,13,3,1,1,3.0,0.0
普通工业,2021-01-01,3436.29,2400.0333,14,7,1,1,3.0,0.0
普通工业,2021-01-02,3662.6709,2219.6556,17,7,1,1,0.0,0.0
普通工业,2021-01-03,3879.681,2250.7923,19,10,1,1,3.0,3.0
普通工业,2021-01-04,5913.6075,2148.9618,22,15,1,1,3.0,5.0
普通工业,2021-01-05,5745.5322,2142.2913,21,12,1,1,3.0,5.0
普通工业,2021-01-06,5860.8228,2094.69,19,10,5,5,3.0,3.0
普通工业,2021-01-07,6082.7592,2177.5668,15,4,5,5,5.0,5.0
普通工业,2021-01-08,7460.0724,2417.646,11,5,5,5,3.0,5.0
普通工业,2021-01-09,4508.2074,2387.2758,10,6,1,1,3.0,5.0
普通工业,2021-01-10,4107.5724,2349.7026,12,8,1,1,5.0,5.0
普通工业,2021-01-11,7802.0478,1845.8424,12,5,1,1,3.0,0.0
普通工业,2021-01-12,7537.1952,2642.808,15,4,1,1,0.0,0.0
普通工业,2021-01-13,7307.1804,2571.8016,18,7,1,1,3.0,3.0
普通工业,2021-01-14,6621.2436,2391.0354,22,10,1,1,0.0,0.0
普通工业,2021-01-15,6118.1142,2338.7676,22,11,1,1,3.0,3.0
普通工业,2021-01-16,3523.4994,2066.118,23,12,1,1,3.0,3.0
普通工业,2021-01-17,3553.8714,1944.885,17,7,1,1,3.0,3.0
普通工业,2021-01-18,5962.8714,2072.8566,18,7,1,1,3.0,3.0
普通工业,2021-01-19,5539.0524,2112.84,19,12,1,1,3.0,5.0
普通工业,2021-01-20,5479.8156,2067.0378,21,14,1,1,3.0,3.0
普通工业,2021-01-21,5095.7706,2048.6292,25,16,1,1,5.0,3.0
普通工业,2021-01-22,5153.9388,2041.62,22,13,1,1,8.0,3.0
普通工业,2021-01-23,3031.254000000001,1934.9124,25,13,1,1,4.0,4.0
普通工业,2021-01-24,3026.748,1904.5422,26,15,1,1,3.0,3.0
普通工业,2021-01-25,4202.8932,1804.0374,23,14,1,1,3.0,3.0
普通工业,2021-01-27,4219.2222,1938.0948,24,14,1,1,3.0,5.0
普通工业,2021-01-28,4356.4356,1938.579,20,10,5,5,0.0,0.0
普通工业,2021-01-29,4301.4114,1958.6124,19,9,1,1,3.0,3.0
普通工业,2021-01-30,2771.7474,1482.1596,22,12,1,1,3.0,3.0
普通工业,2021-01-31,2627.5086,1001.9514,24,13,1,1,3.0,3.0
普通工业,2021-02-01,3731.8098,1185.552,25,14,1,1,3.0,3.0
普通工业,2021-02-02,3704.574,1876.4676,27,15,1,1,3.0,3.0
普通工业,2021-02-03,3487.8264,1825.428,25,13,1,1,3.0,3.0
普通工业,2021-02-04,3536.0052,1809.645,27,13,1,1,0.0,0.0
普通工业,2021-02-05,3483.5316,1865.1918,27,13,1,1,0.0,3.0
普通工业,2021-02-06,2502.6474,1750.5228,27,15,1,1,3.0,3.0
普通工业,2021-02-07,3250.0632,1787.598,27,16,1,1,3.0,3.0
普通工业,2021-02-08,3125.994,1764.444,26,15,1,1,3.0,5.0
普通工业,2021-02-09,3207.0264,1693.2198,20,14,5,5,7.0,13.0
普通工业,2021-02-10,3063.6228,1721.0088,17,12,1,1,11.0,3.0
普通工业,2021-02-11,2075.2824,1351.494,21,11,1,1,3.0,0.0
普通工业,2021-02-12,2062.4298,1257.6618,22,14,1,1,0.0,0.0
普通工业,2021-02-13,2089.4286,1259.469,23,13,1,1,3.0,3.0
普通工业,2021-02-14,2070.3846,1326.09,25,14,1,1,3.0,3.0
普通工业,2021-02-15,2164.1874,1280.4432,25,15,1,1,3.0,3.0
普通工业,2021-02-16,2184.927,1426.8504,25,15,1,1,3.0,3.0
普通工业,2021-02-17,2431.8798,1382.7822,22,13,5,5,3.0,0.0
普通工业,2021-02-18,3144.2706,1697.3178,22,11,1,1,0.0,0.0
普通工业,2021-02-19,3188.598,1790.4042,24,13,1,1,0.0,3.0
普通工业,2021-02-20,3284.9046,1818.4608,25,14,1,1,0.0,0.0
普通工业,2021-02-21,2872.4388,1732.977,28,15,1,1,3.0,3.0
普通工业,2021-02-22,4135.1562,1753.4706,28,16,1,1,3.0,3.0
普通工业,2021-02-23,4552.7136,1785.0198,29,17,1,1,3.0,3.0
普通工业,2021-02-24,4779.8718,1991.7018,28,19,1,1,3.0,3.0
普通工业,2021-02-25,5184.8322,1886.9586,26,18,1,1,8.0,8.0
普通工业,2021-02-26,4960.8258,1997.6724,21,13,1,1,11.0,8.0
普通工业,2021-02-27,3164.2176,1955.385,21,16,1,1,5.0,5.0
普通工业,2021-02-28,3259.5486,1873.521,21,16,1,1,3.0,8.0
普通工业,2021-03-01,5197.6902,1871.499,24,13,5,5,8.0,8.0
普通工业,2021-03-02,5286.9768,2010.393,20,15,5,5,3.0,5.0
普通工业,2021-03-03,5356.4022,2022.9318,23,17,1,1,5.0,5.0
普通工业,2021-03-04,5607.9762,2120.832000000001,22,18,1,1,11.0,8.0
普通工业,2021-03-05,5580.2268,2153.8776,21,18,1,1,11.0,7.0
普通工业,2021-03-06,3814.7664,2080.9038,25,15,5,5,7.0,7.0
普通工业,2021-03-07,3595.9152,2110.4466,20,15,1,1,3.0,3.0
普通工业,2021-03-08,5398.1208,2142.135,21,13,1,1,6.0,6.0
普通工业,2021-03-09,5544.1176,2128.1406,23,17,1,1,5.0,5.0
普通工业,2021-03-10,5419.0332,2101.0602,25,18,1,1,3.0,8.0
普通工业,2021-03-11,5294.3946,2097.1872,23,19,1,1,5.0,5.0
普通工业,2021-03-12,5461.3242,2105.6022,26,20,1,1,6.0,5.0
普通工业,2021-03-13,3671.1834,2121.9144,27,19,1,1,5.0,3.0
普通工业,2021-03-14,3552.4998,2112.7452,27,19,1,1,5.0,5.0
普通工业,2021-03-15,5458.8882,2083.0092,27,19,1,1,5.0,3.0
普通工业,2021-03-16,5717.5506,2213.0064,28,19,1,1,3.0,3.0
普通工业,2021-03-17,5886.6762,2334.1134,29,20,1,1,3.0,5.0
普通工业,2021-03-18,6170.0874,2440.9374,28,21,1,1,3.0,3.0
普通工业,2021-03-19,6326.9154,2428.2066,30,21,1,1,3.0,5.0
普通工业,2021-03-20,4390.335,2457.5034,30,18,5,5,3.0,5.0
普通工业,2021-03-21,3592.0782,2222.4876,18,13,1,1,8.0,8.0
普通工业,2021-03-22,5425.344,2089.7964,21,13,1,1,3.0,3.0
普通工业,2021-03-23,5557.2924,2295.4464,21,16,1,1,8.0,8.0
普通工业,2021-03-24,5627.2176,2244.4770000000008,26,18,1,1,3.0,3.0
普通工业,2021-03-25,5490.9828,2133.7512,27,16,1,1,3.0,3.0
普通工业,2021-03-26,5473.8648,2221.7184,28,19,1,1,3.0,3.0
普通工业,2021-03-27,3974.568,2137.9806,28,21,1,1,5.0,3.0
普通工业,2021-03-28,4144.6872,2225.8314,30,22,1,1,3.0,3.0
普通工业,2021-03-29,6757.6482,2492.613,32,23,1,1,3.0,3.0
普通工业,2021-03-30,7608.7986,2624.2482,32,23,1,1,3.0,3.0
普通工业,2021-03-31,7312.2738,2814.3012,30,24,5,5,3.0,3.0
普通工业,2021-04-01,7616.9124,2732.7798,32,24,5,5,3.0,3.0
普通工业,2021-04-02,7705.0266,2723.7714,32,24,1,1,3.0,3.0
普通工业,2021-04-03,4168.0218,2481.186,32,25,1,1,3.0,3.0
普通工业,2021-04-04,3090.2088,2283.5142,29,20,5,5,3.0,3.0
普通工业,2021-04-05,3454.5834,2024.9622,28,21,1,1,5.0,3.0
普通工业,2021-04-06,6024.2208,2155.7826,30,22,1,1,5.0,3.0
普通工业,2021-04-07,6178.8378,2406.3126,28,20,1,1,8.0,11.0
普通工业,2021-04-08,6118.8924,2400.8622,23,18,1,1,11.0,8.0
普通工业,2021-04-09,5747.598000000001,2152.035,22,19,1,1,5.0,5.0
普通工业,2021-04-10,3729.4068,2039.9916,25,19,1,1,5.0,3.0
普通工业,2021-04-11,3783.735,2118.2526,28,19,1,1,5.0,3.0
普通工业,2021-04-12,6529.0026,2237.1516,29,21,1,1,5.0,3.0
普通工业,2021-04-13,7069.076999999998,2521.6098,30,22,1,1,3.0,3.0
普通工业,2021-04-14,7421.5434,2750.9454,31,23,1,1,3.0,7.0
普通工业,2021-04-15,6943.5594,2844.2052,27,21,1,1,15.0,11.0
普通工业,2021-04-16,6720.309,2517.4344,23,21,1,1,11.0,11.0
普通工业,2021-04-17,4063.908,2297.3952,24,20,1,1,7.0,5.0
普通工业,2021-04-18,3873.5592,313.5768,24,19,1,1,8.0,8.0
普通工业,2021-04-19,5908.9122,2169.5544,22,19,1,1,7.0,5.0
普通工业,2021-04-20,5934.1182,2295.1926,25,20,1,1,5.0,5.0
普通工业,2021-04-21,6327.6006,2446.2156,28,21,1,1,5.0,3.0
普通工业,2021-04-22,6942.9246,2572.3908,30,22,1,1,3.0,3.0
普通工业,2021-04-23,8139.936,2886.8256,31,23,1,1,3.0,3.0
普通工业,2021-04-24,5201.8404,2908.9584,32,25,1,1,7.0,7.0
普通工业,2021-04-25,8153.4288,3033.8748,25,20,1,1,7.0,11.0
普通工业,2021-04-26,4100.1372,190.338,26,21,1,1,7.0,7.0
普通工业,2021-04-27,6086.6418,30.816,25,21,1,1,11.0,13.0
普通工业,2021-04-28,6008.0826,582.84,23,19,1,1,11.0,8.0
普通工业,2021-04-29,5460.3222,783.0552,27,18,1,1,3.0,3.0
普通工业,2021-04-30,5590.4778,818.8536,29,19,1,1,3.0,0.0
普通工业,2021-05-01,3747.906,366.2784,31,23,1,1,3.0,3.0
普通工业,2021-05-02,4108.581,835.3530000000002,30,22,1,1,8.0,7.0
普通工业,2021-05-03,3701.5236,691.413,30,23,5,5,7.0,3.0
普通工业,2021-05-04,4382.1156,2331.4758,30,21,1,1,8.0,8.0
普通工业,2021-05-05,4855.1232,2361.8160000000007,28,21,1,1,5.0,5.0
普通工业,2021-05-06,7912.257,2908.8348,31,22,1,1,5.0,5.0
普通工业,2021-05-07,8934.879,3105.7866,32,23,1,1,7.0,3.0
普通工业,2021-05-08,9396.8592,3434.712,33,23,1,1,7.0,3.0
普通工业,2021-05-09,5698.4442,3229.7112,34,24,1,1,7.0,7.0
普通工业,2021-05-10,10196.6808,3779.613,32,24,1,1,5.0,3.0
普通工业,2021-05-11,10809.1194,3215.9346,34,25,1,1,3.0,3.0
普通工业,2021-05-12,11175.8604,4346.727,34,25,1,1,3.0,7.0
普通工业,2021-05-13,11332.95,2787.2724,35,26,1,1,3.0,3.0
普通工业,2021-05-14,12075.4146,4276.4202,35,26,1,1,7.0,3.0
普通工业,2021-05-15,7609.1538,3720.1152,34,27,1,1,3.0,3.0
普通工业,2021-05-16,7169.0502,3081.9342,35,26,5,5,7.0,7.0
普通工业,2021-05-17,12660.21,4430.1054,33,25,1,1,13.0,7.0
普通工业,2021-05-18,11623.7082,4607.898,32,26,1,1,11.0,6.0
普通工业,2021-05-19,11805.714,3132.7812,33,26,1,1,7.0,5.0
普通工业,2021-05-20,11591.7516,1859.184,34,28,1,1,3.0,3.0
普通工业,2021-05-21,11946.8616,4370.61,36,28,1,1,5.0,5.0
普通工业,2021-05-22,6990.8766,3955.8726,36,28,1,1,3.0,3.0
普通工业,2021-05-23,7129.824000000001,3584.1468,35,27,1,1,3.0,7.0
普通工业,2021-05-24,11860.719,2282.961,33,26,1,1,7.0,7.0
普通工业,2021-05-25,11256.5652,4434.0744,33,26,1,1,11.0,7.0
普通工业,2021-05-26,10976.25,4209.1272,35,26,1,1,3.0,3.0
普通工业,2021-05-27,11335.1172,2371.5198,34,27,1,1,7.0,5.0
普通工业,2021-05-28,11533.0524,2819.664,35,27,1,1,7.0,7.0
普通工业,2021-05-29,7747.1094,2519.3508,35,27,1,1,7.0,3.0
普通工业,2021-05-30,7409.9616,3977.661,33,26,1,1,13.0,11.0
普通工业,2021-05-31,11005.353,3945.9246,30,24,1,1,11.0,13.0
普通工业,2021-06-01,9729.1236,3520.8816,32,26,1,1,13.0,11.0
普通工业,2021-06-02,9326.973,3151.4172,31,26,1,1,13.0,7.0
普通工业,2021-06-03,10947.9462,2959.0812,35,24,1,1,11.0,11.0
普通工业,2021-06-04,9708.9966,3383.8422,28,23,1,1,13.0,8.0
普通工业,2021-06-04,9708.9966,3383.8422,28,23,1,1,13.0,8.0
普通工业,2021-06-04,9708.9966,3383.8422,28,23,1,1,13.0,8.0
普通工业,2021-06-05,5619.9492,2841.0336,32,24,1,1,5.0,3.0
普通工业,2021-06-06,5558.2398,2980.2108,32,24,1,1,3.0,3.0
普通工业,2021-06-07,10044.873,3632.7528,31,24,1,1,11.0,6.0
普通工业,2021-06-08,10288.6014,4047.6012,35,25,1,1,3.0,7.0
普通工业,2021-06-09,10644.8982,4213.101,34,25,1,1,7.0,7.0
普通工业,2021-06-10,10581.8172,4093.8402,34,27,1,1,7.0,3.0
普通工业,2021-06-11,10462.3956,2053.6404,34,25,1,1,7.0,7.0
普通工业,2021-06-12,5803.725,2735.1744,31,24,1,1,11.0,11.0
普通工业,2021-06-13,5572.9056,2884.3368,32,27,5,5,11.0,7.0
普通工业,2021-06-14,5300.3424,3166.5564,31,25,1,1,7.0,3.0
普通工业,2021-06-15,10710.2982,3701.6442,34,27,1,1,7.0,3.0
普通工业,2021-06-16,11273.4804,4041.5328,34,27,1,1,7.0,3.0
普通工业,2021-06-17,11244.522,4259.541,34,27,1,1,3.0,3.0
普通工业,2021-06-18,11667.4236,4162.4592,35,26,1,1,3.0,3.0
普通工业,2021-06-19,7590.626999999998,3016.2156,36,28,1,1,3.0,3.0
普通工业,2021-06-20,6774.8634,2615.166,35,28,1,1,3.0,3.0
普通工业,2021-06-21,11704.3074,4344.792,35,25,1,1,7.0,13.0
普通工业,2021-06-22,9871.7322,3953.0898,30,25,1,1,11.0,13.0
普通工业,2021-06-23,10201.1442,3533.0088,30,25,1,1,11.0,7.0
普通工业,2021-06-24,9492.3576,3216.8424,29,24,1,1,13.0,5.0
普通工业,2021-06-25,10253.6238,2299.3794,32,26,1,1,7.0,7.0
普通工业,2021-06-26,6285.7626,3089.199,35,25,1,1,7.0,3.0
普通工业,2021-06-27,6422.0154,2585.9268,34,26,1,1,7.0,3.0
普通工业,2021-06-28,11633.283,3943.0728,32,26,1,1,8.0,7.0
普通工业,2021-06-29,10836.5322,4228.0794,33,26,1,1,11.0,7.0
普通工业,2021-06-30,11490.5352,4309.7544,33,27,1,1,7.0,7.0
普通工业,2021-07-01,11209.7382,4150.6608,35,28,1,1,3.0,3.0
普通工业,2021-07-02,11703.1548,4282.2504,35,27,1,1,11.0,3.0
普通工业,2021-07-03,6074.0304,3201.4134,34,27,1,1,3.0,3.0
普通工业,2021-07-04,6141.4194,2738.5206,35,27,1,1,3.0,3.0
普通工业,2021-07-05,11092.8186,4050.0618,35,28,1,1,3.0,0.0
普通工业,2021-07-06,11166.7932,4273.3764,34,26,1,1,7.0,7.0
普通工业,2021-07-07,10922.1732,4080.213,33,27,1,1,7.0,7.0
普通工业,2021-07-08,10895.7732,3906.63,34,27,1,1,3.0,3.0
普通工业,2021-07-09,10499.9094,3090.2652,36,28,1,1,3.0,3.0
普通工业,2021-07-10,6388.9302,3224.703,36,28,1,1,3.0,3.0
普通工业,2021-07-11,6094.518,3288.942,36,27,1,1,3.0,3.0
普通工业,2021-07-12,10711.3038,3537.0558,36,27,1,1,3.0,3.0
普通工业,2021-07-13,10260.3066,3536.9076,36,28,1,1,3.0,3.0
普通工业,2021-07-14,10075.0452,3712.3236,36,28,1,1,3.0,3.0
普通工业,2021-07-15,9631.047,3609.987,37,27,1,1,3.0,3.0
普通工业,2021-07-16,9189.405,2424.3024,36,27,1,1,7.0,7.0
普通工业,2021-07-17,5590.1178,2638.8144,34,27,1,1,7.0,7.0
普通工业,2021-07-18,5486.2368,2950.5978,34,26,1,1,7.0,7.0
普通工业,2021-07-19,8610.8988,3041.3076,31,26,1,1,11.0,8.0
普通工业,2021-07-20,8262.9582,3042.4044,30,25,1,1,13.0,7.0
普通工业,2021-07-21,8659.017,2932.3992,30,26,5,5,11.0,7.0
普通工业,2021-07-22,8857.2816,2914.5282,34,27,1,1,6.0,3.0
普通工业,2021-07-23,9053.724,1808.0262,37,27,1,1,0.0,0.0
普通工业,2021-07-24,6484.3338,3116.1894,37,27,1,1,3.0,0.0
普通工业,2021-07-25,6325.5258,3170.4240000000004,36,28,1,1,3.0,3.0
普通工业,2021-07-26,9210.5952,3161.5128,37,27,1,1,7.0,3.0
普通工业,2021-07-27,9424.9914,3382.0668,37,28,1,1,3.0,3.0
普通工业,2021-07-28,9276.7578,3195.0690000000004,37,28,1,1,7.0,7.0
普通工业,2021-07-29,9234.5556,3136.65,36,26,1,1,11.0,7.0
普通工业,2021-07-30,8765.238000000001,3148.1988,34,26,1,1,11.0,7.0
普通工业,2021-07-31,5805.3126,1773.3816,35,26,1,1,11.0,7.0
普通工业,2021-08-01,5893.4772,2958.2436,34,25,1,1,7.0,3.0
普通工业,2021-08-02,8685.6828,3147.1008,34,26,1,1,7.0,7.0
普通工业,2021-08-03,8984.5554,3295.4676,34,26,1,1,7.0,7.0
普通工业,2021-08-04,8625.8766,3259.125,31,26,1,1,11.0,7.0
普通工业,2021-08-05,8150.199,3123.816,33,26,1,1,7.0,7.0
普通工业,2021-08-06,8308.1052,3113.1456,32,26,1,1,11.0,7.0
普通工业,2021-08-07,5543.205,2805.6348,33,26,1,1,11.0,8.0
普通工业,2021-08-08,5617.0092,2545.6386,32,27,1,1,7.0,7.0
普通工业,2021-08-09,8925.3228,20.712,35,26,1,1,7.0,7.0
普通工业,2021-08-10,7893.4668,3007.1544,30,26,1,1,7.0,7.0
普通工业,2021-08-11,7762.2576,3009.4818,33,26,1,1,11.0,7.0
普通工业,2021-08-12,8650.2822,3057.4902,33,25,1,1,11.0,7.0
普通工业,2021-08-13,8724.1878,1877.9526,34,26,1,1,7.0,7.0
普通工业,2021-08-14,5317.1646,2423.325,33,26,1,1,11.0,7.0
普通工业,2021-08-15,4928.8422,2968.8540000000007,32,25,1,1,11.0,7.0
普通工业,2021-08-16,8863.677,3037.7532,33,25,1,1,7.0,3.0
普通工业,2021-08-17,9010.0578,3189.7338,34,27,1,1,3.0,3.0
普通工业,2021-08-18,9245.5038,3332.4648,36,27,1,1,7.0,5.0
普通工业,2021-08-19,8562.4614,3033.3324,33,25,1,1,7.0,3.0
普通工业,2021-08-20,8503.5732,1835.7948,35,26,1,1,3.0,3.0
普通工业,2021-08-21,5820.4116,2791.2456,36,27,1,1,0.0,0.0
普通工业,2021-08-22,5809.5474,3166.1892,36,27,1,1,3.0,3.0
普通工业,2021-08-23,9494.697,3233.0586,36,27,1,1,3.0,3.0
普通工业,2021-08-24,9605.7618,3357.2064,36,27,1,1,3.0,3.0
普通工业,2021-08-25,10431.0072,3300.8340000000007,33,26,1,1,7.0,3.0
普通工业,2021-08-26,10325.4246,3617.9628,35,27,1,1,7.0,7.0
普通工业,2021-08-27,10332.7482,2867.6274,35,26,1,1,7.0,7.0
普通工业,2021-08-28,6337.3656,3288.4884,33,26,1,1,7.0,3.0
普通工业,2021-08-29,6509.8032,3192.6312,32,25,1,1,7.0,7.0
普通工业,2021-08-30,10606.9374,3287.0472,34,26,1,1,6.0,6.0
普通工业,2021-08-31,10329.5676,3732.4056,32,26,1,1,7.0,6.0
